Training configuration
  config=./train_config_v2.json
  data_dir=./data/processed/260602_sub1_hjlee_raw
  input_file=X_eeg_raw.npy
  checkpoint_root=./checkpoints_eegnet_randomsplit
  epochs=100
  batch_size=16
  lr=0.0001
  weight_decay=0.0001
  patience=100
  seed=42
  val_test_ratio=0.2
  weighted_sampler=True
  run_window_diagnostic=False
  window_size=256
  window_stride=128
  balance_rest_to_target=False
  run_5fold_cross_validation=True
  selection_metric=balanced_loss

Loading X_eeg_raw.npy...
Device: cuda | X: (500, 64, 4000) | run: ./checkpoints_eegnet_randomsplit/20260625_142158
Data split: train=300 val=100 test=100
Original label distribution:
  train: label0=60 label1=60 label2=60 label3=60 label4=60 total=300
  val:   label0=20 label1=20 label2=20 label3=20 label4=20 total=100
  test:  label0=20 label1=20 label2=20 label3=20 label4=20 total=100

=== 5-fold cross-validation ===

--- fold 1/5: train=300 val=100 test=100 ---
fold=1 label=0
fold=2 label=0 | epoch 010 | train loss: 0.6910 bal_acc: 0.50 acc: 0.52 | val loss: 0.6541 bal_loss: 0.6921 bal_acc: 0.52 acc: 0.78
fold=2 label=0 | epoch 020 | train loss: 0.6872 bal_acc: 0.55 acc: 0.54 | val loss: 0.6422 bal_loss: 0.6737 bal_acc: 0.56 acc: 0.71
fold=2 label=0 | epoch 030 | train loss: 0.6704 bal_acc: 0.58 acc: 0.58 | val loss: 0.6261 bal_loss: 0.6473 bal_acc: 0.66 acc: 0.72
fold=2 label=0 | epoch 040 | train loss: 0.6396 bal_acc: 0.64 acc: 0.64 | val loss: 0.6081 bal_loss: 0.6245 bal_acc: 0.66 acc: 0.69
fold=2 label=0 | epoch 050 | train loss: 0.6282 bal_acc: 0.65 acc: 0.65 | val loss: 0.5932 bal_loss: 0.6238 bal_acc: 0.67 acc: 0.71
fold=2 label=0 | epoch 060 | train loss: 0.6051 bal_acc: 0.69 acc: 0.69 | val loss: 0.6006 bal_loss: 0.6054 bal_acc: 0.75 acc: 0.72
fold=2 label=0 | epoch 070 | train loss: 0.5879 bal_acc: 0.68 acc: 0.68 | val loss: 0.5919 bal_loss: 0.6266 bal_acc: 0.67 acc: 0.71
fold=2 label=0 | epoch 080 | train loss: 0.5858 bal_acc: 0.68 acc: 0.68 | val loss: 0.6035 bal_loss: 0.6276 bal_acc: 0.68 acc: 0.73
fold=2 label=0 | epoch 090 | train loss: 0.5909 bal_acc: 0.68 acc: 0.68 | val loss: 0.6199 bal_loss: 0.6355 bal_acc: 0.69 acc: 0.72
fold=2 label=0 | epoch 100 | train loss: 0.5757 bal_acc: 0.70 acc: 0.70 | val loss: 0.6299 bal_loss: 0.6482 bal_acc: 0.69 acc: 0.71
fold=2 label=2
fold=2 label=2 | epoch 001 | train loss: 0.7036 bal_acc: 0.50 acc: 0.46 | val loss: 0.6463 bal_loss: 0.6859 bal_acc: 0.52 acc: 0.81
fold=2 label=2 | epoch 010 | train loss: 0.6856 bal_acc: 0.56 acc: 0.54 | val loss: 0.6490 bal_loss: 0.7010 bal_acc: 0.49 acc: 0.67
